available_time,close,atr14,bias,resolution,target_dir,touch_time,time_to_touch_min,D1_HTF_BIAS,D2_TREND_PRESSURE,D3_PRE12H_MOMENTUM,D4_CONSENSUS_2OF3
2023-08-07 16:00:00,1938.06,6.758538646653028,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-08-07 20:00:00,1934.45,7.007214457606384,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-08-08 00:00:00,1936.34,6.759556282063069,BEAR,NO_BREAKOUT,0.0,,,-1,-1,1,-1
2023-08-08 04:00:00,1935.71,6.483873690487142,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-08-08 08:00:00,1934.48,6.346454141166628,BEAR,BEAR_FIRST,-1.0,2023-08-08 14:52:00,412.0,-1,-1,1,-1
2023-08-08 12:00:00,1935.12,6.2452788453690165,BEAR,BEAR_FIRST,-1.0,2023-08-08 14:52:00,172.0,-1,-1,-1,-1
2023-08-08 16:00:00,1925.37,6.644901784985509,BEAR,BULL_FIRST,1.0,2023-08-08 17:44:00,104.0,-1,-1,-1,-1
2023-08-08 20:00:00,1925.38,6.832408800343686,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-08-09 00:00:00,1924.72,6.565808171747718,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-08-09 04:00:00,1925.04,6.240393302337166,BEAR,BULL_FIRST,1.0,2023-08-09 08:07:00,247.0,-1,-1,-1,-1
2023-08-09 08:00:00,1930.3,6.2789366378845095,BEAR,BEAR_FIRST,-1.0,2023-08-09 14:14:00,374.0,-1,-1,1,-1
2023-08-09 12:00:00,1928.06,6.184012592321317,BEAR,BEAR_FIRST,-1.0,2023-08-09 16:55:00,295.0,-1,-1,1,-1
2023-08-09 16:00:00,1924.9,6.188011692869796,BEAR,BEAR_FIRST,-1.0,2023-08-09 17:54:00,114.0,-1,-1,-1,-1
2023-08-09 20:00:00,1916.31,6.6038680005219526,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-08-10 16:00:00,1926.23,6.340453310967522,BEAR,BEAR_FIRST,-1.0,2023-08-10 16:30:00,30.0,-1,-1,1,-1
2023-08-11 08:00:00,1913.47,6.585542925201565,BEAR,BULL_FIRST,1.0,2023-08-11 15:13:00,433.0,-1,-1,-1,-1
2023-08-14 04:00:00,1911.0,6.377290376269696,BEAR,NO_BREAKOUT,0.0,,,-1,-1,0,-1
2023-08-14 08:00:00,1912.37,6.170341063679005,BEAR,BEAR_FIRST,-1.0,2023-08-14 15:27:00,447.0,-1,-1,0,-1
2023-08-14 12:00:00,1914.23,6.131745273416226,BEAR,BEAR_FIRST,-1.0,2023-08-14 15:17:00,197.0,-1,-1,0,-1
2023-08-14 16:00:00,1910.34,6.348763468172216,BEAR,BEAR_FIRST,-1.0,2023-08-14 16:47:00,47.0,-1,-1,-1,-1
2023-08-15 12:00:00,1904.26,6.1169249129605,BEAR,BEAR_FIRST,-1.0,2023-08-15 15:30:00,210.0,-1,-1,-1,-1
2023-08-16 20:00:00,1899.47,6.170187078519804,BEAR,BEAR_FIRST,-1.0,2023-08-16 22:16:00,136.0,-1,-1,-1,-1
2023-08-21 04:00:00,1889.97,5.876732157002866,BEAR,NO_BREAKOUT,0.0,,,-1,-1,0,-1
2023-08-23 12:00:00,1903.76,5.860184695916185,BEAR,BULL_FIRST,1.0,2023-08-23 16:24:00,264.0,-1,0,1,0
2023-08-23 16:00:00,1903.7,5.97017150335075,NEUTRAL,BULL_FIRST,1.0,2023-08-23 16:25:00,25.0,0,0,1,0
2023-09-04 20:00:00,1938.33,5.450132378767013,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-09-05 00:00:00,1938.35,5.125837208855089,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-09-05 04:00:00,1937.84,4.89113455107972,BULL,BEAR_FIRST,-1.0,2023-09-05 11:30:00,450.0,1,0,-1,0
2023-09-05 08:00:00,1938.56,4.826767797431169,BULL,BEAR_FIRST,-1.0,2023-09-05 11:27:00,207.0,1,0,1,1
2023-09-05 12:00:00,1933.5,4.971284383328936,BULL,BEAR_FIRST,-1.0,2023-09-05 15:25:00,205.0,1,0,-1,0
2023-09-05 16:00:00,1933.72,5.0947640702340165,BULL,BEAR_FIRST,-1.0,2023-09-05 16:53:00,53.0,1,0,-1,0
2023-09-08 16:00:00,1920.45,5.04666877546354,BEAR,BULL_FIRST,1.0,2023-09-08 16:54:00,54.0,-1,-1,-1,-1
2023-09-12 12:00:00,1919.7,4.9573131769926695,BEAR,BEAR_FIRST,-1.0,2023-09-12 13:35:00,95.0,-1,-1,-1,-1
2023-10-06 12:00:00,1821.88,6.827321258262683,BEAR,BEAR_FIRST,-1.0,2023-10-06 15:30:00,210.0,-1,-1,1,-1
2023-10-13 00:00:00,1868.84,6.933593805691483,NEUTRAL,BULL_FIRST,1.0,2023-10-13 07:24:00,444.0,0,1,-1,0
2023-10-13 04:00:00,1872.5,6.706194248142093,NEUTRAL,BULL_FIRST,1.0,2023-10-13 10:19:00,379.0,0,1,-1,0
2023-10-13 08:00:00,1876.34,6.6143232304176625,NEUTRAL,BULL_FIRST,1.0,2023-10-13 10:47:00,167.0,0,1,1,1
2023-10-13 12:00:00,1883.79,6.798300142530691,NEUTRAL,BULL_FIRST,1.0,2023-10-13 14:07:00,127.0,0,1,1,1
2023-10-27 12:00:00,1986.94,9.346423037714322,BULL,BEAR_FIRST,-1.0,2023-10-27 15:57:00,237.0,1,1,1,1
2023-10-27 16:00:00,1980.38,9.45382139216331,BULL,BULL_FIRST,1.0,2023-10-27 20:32:00,272.0,1,1,-1,1
2023-10-27 20:00:00,1983.65,9.411405578437368,BULL,BULL_FIRST,1.0,2023-10-27 20:39:00,39.0,1,1,-1,1
2023-10-31 04:00:00,1995.59,9.319057893089669,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2023-10-31 08:00:00,1992.71,9.136268043583264,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2023-10-31 12:00:00,1996.97,8.967248897613045,BULL,BULL_FIRST,1.0,2023-10-31 17:13:00,313.0,1,1,1,1
2023-10-31 16:00:00,1995.65,8.805302547783544,BULL,BULL_FIRST,1.0,2023-10-31 17:13:00,73.0,1,1,1,1
2023-11-01 08:00:00,1977.58,9.457783893878762,BULL,BULL_FIRST,1.0,2023-11-01 15:25:00,445.0,1,0,-1,0
2023-11-01 12:00:00,1982.42,9.256513615744574,BULL,BULL_FIRST,1.0,2023-11-01 17:41:00,341.0,1,0,-1,0
2023-11-01 16:00:00,1986.6,9.16390550033425,BULL,BEAR_FIRST,-1.0,2023-11-01 19:21:00,201.0,1,0,1,1
2023-11-02 08:00:00,1986.0,9.32808478225341,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2023-11-02 12:00:00,1986.77,8.99965015494958,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-02 16:00:00,1990.31,8.73181800102461,BULL,BEAR_FIRST,-1.0,2023-11-02 17:09:00,69.0,1,1,1,1
2023-11-02 20:00:00,1981.8,8.980259572379998,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-11-03 00:00:00,1985.44,8.70595531720999,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-11-03 04:00:00,1985.57,8.236244223123569,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-11-03 08:00:00,1985.77,7.977226778614736,BULL,BULL_FIRST,1.0,2023-11-03 15:30:00,450.0,1,0,1,1
2023-11-03 12:00:00,1988.57,7.737424865856549,BULL,BULL_FIRST,1.0,2023-11-03 15:30:00,210.0,1,1,1,1
2023-11-03 16:00:00,2000.14,8.490465946866793,BULL,BEAR_FIRST,-1.0,2023-11-03 16:25:00,25.0,1,1,1,1
2023-11-03 20:00:00,1990.31,8.96471837923346,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-04 00:00:00,1992.31,8.6972384950025,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-06 04:00:00,1992.09,8.509578602502318,BULL,BEAR_FIRST,-1.0,2023-11-06 05:30:00,90.0,1,1,0,1
2023-11-06 08:00:00,1983.86,8.690322988037865,BULL,NO_BREAKOUT,0.0,,,1,0,0,0
2023-11-06 12:00:00,1986.79,8.470299917463741,BULL,NO_BREAKOUT,0.0,,,1,0,0,0
2023-11-06 16:00:00,1986.3,8.269564209073463,BULL,BEAR_FIRST,-1.0,2023-11-06 22:58:00,418.0,1,0,-1,0
2023-11-06 20:00:00,1983.74,8.271738194139642,BULL,BEAR_FIRST,-1.0,2023-11-07 02:21:00,381.0,1,0,-1,0
2023-11-07 00:00:00,1977.95,8.14232832312967,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-11-07 04:00:00,1975.71,7.812876300048978,NEUTRAL,BEAR_FIRST,-1.0,2023-11-07 09:17:00,317.0,0,0,-1,0
2023-11-24 20:00:00,2000.95,6.112429395261891,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-25 00:00:00,2002.16,5.884398724171762,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-27 04:00:00,2011.97,6.7219416724452,BULL,NO_BREAKOUT,0.0,,,1,1,0,1
2023-11-27 08:00:00,2010.64,6.694660124413411,BULL,NO_BREAKOUT,0.0,,,1,1,0,1
2023-11-27 12:00:00,2013.39,6.700041544098166,BULL,BEAR_FIRST,-1.0,2023-11-27 18:38:00,398.0,1,1,0,1
2023-11-27 16:00:00,2011.31,6.683610005234014,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2023-11-27 20:00:00,2009.94,6.864066433431588,BULL,BULL_FIRST,1.0,2023-11-28 02:01:00,361.0,1,1,-1,1
2023-11-28 00:00:00,2013.91,6.740204545329323,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-28 04:00:00,2015.4,6.604475649234366,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-28 08:00:00,2015.18,6.387013102860495,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-11-28 12:00:00,2015.96,6.270797881227602,BULL,BULL_FIRST,1.0,2023-11-28 16:00:00,240.0,1,1,1,1
2023-11-28 16:00:00,2021.47,6.522883746854198,BULL,BULL_FIRST,1.0,2023-11-28 16:32:00,32.0,1,1,1,1
2023-12-20 00:00:00,2040.34,9.283106236637417,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-20 04:00:00,2038.17,8.900027219734733,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-20 08:00:00,2041.19,8.595739561182244,BULL,BEAR_FIRST,-1.0,2023-12-20 13:22:00,322.0,1,1,1,1
2023-12-20 12:00:00,2039.97,8.252472449669241,BULL,BEAR_FIRST,-1.0,2023-12-20 15:39:00,219.0,1,1,-1,1
2023-12-20 16:00:00,2036.4,8.436581560407165,BULL,BEAR_FIRST,-1.0,2023-12-20 23:33:00,453.0,1,1,-1,1
2023-12-20 20:00:00,2034.74,8.493968591806654,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2023-12-21 00:00:00,2029.42,8.580113692391881,BULL,BULL_FIRST,1.0,2023-12-21 07:26:00,446.0,1,0,-1,0
2023-12-21 04:00:00,2035.46,8.432962714363889,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2023-12-21 08:00:00,2036.18,8.064179663337896,BULL,BULL_FIRST,1.0,2023-12-21 15:41:00,461.0,1,1,1,1
2023-12-21 12:00:00,2035.41,7.731023973099465,BULL,BULL_FIRST,1.0,2023-12-21 15:40:00,220.0,1,1,1,1
2023-12-21 16:00:00,2041.34,8.170950832163797,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-21 20:00:00,2041.02,8.251597201294953,BULL,BULL_FIRST,1.0,2023-12-22 01:05:00,305.0,1,1,1,1
2023-12-22 00:00:00,2045.77,8.269340258345313,BULL,BULL_FIRST,1.0,2023-12-22 01:45:00,105.0,1,1,1,1
2023-12-22 04:00:00,2048.68,8.334387382749208,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-22 08:00:00,2048.28,8.031216855409973,BULL,BULL_FIRST,1.0,2023-12-22 12:26:00,266.0,1,1,1,1
2023-12-22 12:00:00,2053.47,7.995415651452116,BULL,BULL_FIRST,1.0,2023-12-22 13:28:00,88.0,1,1,1,1
2023-12-22 16:00:00,2067.15,8.55431453349123,BULL,BEAR_FIRST,-1.0,2023-12-22 18:03:00,123.0,1,1,1,1
2023-12-26 12:00:00,2061.9,8.522682375802455,BULL,NO_BREAKOUT,0.0,,,1,1,0,1
2023-12-26 16:00:00,2058.75,8.296062206102274,BULL,BULL_FIRST,1.0,2023-12-26 22:36:00,396.0,1,1,-1,1
2023-12-26 20:00:00,2057.78,8.236343477094971,BULL,BULL_FIRST,1.0,2023-12-26 22:35:00,155.0,1,1,-1,1
2023-12-27 00:00:00,2066.78,8.476604657302467,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-27 04:00:00,2066.71,8.195418610352288,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-27 08:00:00,2064.68,7.837888709612843,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-12-27 12:00:00,2068.32,7.625182373211934,BULL,BULL_FIRST,1.0,2023-12-27 17:28:00,328.0,1,1,1,1
2023-12-27 16:00:00,2068.27,7.709812203696791,BULL,BULL_FIRST,1.0,2023-12-27 17:28:00,88.0,1,1,1,1
2024-02-08 16:00:00,2021.08,7.966345463477907,NEUTRAL,BULL_FIRST,1.0,2024-02-08 16:30:00,30.0,0,-1,-1,-1
2024-02-29 12:00:00,2034.57,5.629028395454645,BULL,BEAR_FIRST,-1.0,2024-02-29 13:48:00,108.0,1,1,-1,1
2024-03-15 04:00:00,2162.68,8.927418366912484,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-03-15 08:00:00,2164.45,8.595459912133036,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-15 12:00:00,2169.1,8.445784204123534,BULL,BEAR_FIRST,-1.0,2024-03-15 15:38:00,218.0,1,1,1,1
2024-03-15 16:00:00,2161.84,8.923942475257558,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-03-15 20:00:00,2158.79,9.01366086988204,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-03-16 00:00:00,2156.07,8.758399379176184,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-03-18 04:00:00,2156.6,8.44279942352072,BULL,BEAR_FIRST,-1.0,2024-03-18 05:46:00,106.0,1,0,0,0
2024-03-18 08:00:00,2147.35,8.593313750412078,BULL,BULL_FIRST,1.0,2024-03-18 13:08:00,308.0,1,0,0,0
2024-03-18 12:00:00,2153.51,8.577362768239778,BULL,BULL_FIRST,1.0,2024-03-18 15:22:00,202.0,1,0,0,0
2024-03-18 16:00:00,2159.13,8.695408284794082,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-18 20:00:00,2159.91,8.557164835880203,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-19 00:00:00,2159.48,8.16308163331733,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-19 04:00:00,2160.63,7.8185758023661025,BULL,BEAR_FIRST,-1.0,2024-03-19 11:08:00,428.0,1,0,1,1
2024-03-19 08:00:00,2160.24,7.5593918164828136,BULL,BEAR_FIRST,-1.0,2024-03-19 11:08:00,188.0,1,0,1,1
2024-03-19 12:00:00,2153.05,7.973006686734035,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-03-19 16:00:00,2156.92,7.962791923395884,BULL,BEAR_FIRST,-1.0,2024-03-19 17:06:00,66.0,1,0,-1,0
2024-03-19 20:00:00,2154.54,8.123306786010467,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-03-20 00:00:00,2157.68,7.839499158438264,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-20 04:00:00,2157.16,7.595963504264091,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-20 08:00:00,2156.87,7.307680396816652,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-03-20 12:00:00,2156.12,7.137846082758308,BULL,BULL_FIRST,1.0,2024-03-20 17:02:00,302.0,1,0,-1,0
2024-03-20 16:00:00,2153.17,7.095142791132712,BULL,BULL_FIRST,1.0,2024-03-20 17:01:00,61.0,1,0,-1,0
2024-03-20 20:00:00,2157.69,7.615489734623209,BULL,BULL_FIRST,1.0,2024-03-20 21:00:00,60.0,1,0,1,1
2024-04-19 04:00:00,2379.45,16.430735564002703,BULL,BULL_FIRST,1.0,2024-04-19 04:27:00,27.0,1,1,-1,1
2024-04-26 08:00:00,2335.92,15.24192112591164,NEUTRAL,BULL_FIRST,1.0,2024-04-26 12:11:00,251.0,0,0,1,0
2024-05-02 04:00:00,2324.38,14.023735568348505,NEUTRAL,BEAR_FIRST,-1.0,2024-05-02 10:10:00,370.0,0,0,1,0
2024-05-02 08:00:00,2318.12,13.66632588489504,NEUTRAL,BEAR_FIRST,-1.0,2024-05-02 11:29:00,209.0,0,0,1,0
2024-05-02 12:00:00,2304.01,13.83087403597395,NEUTRAL,BEAR_FIRST,-1.0,2024-05-02 16:08:00,248.0,0,-1,-1,-1
2024-05-02 16:00:00,2294.46,13.689383033404376,NEUTRAL,BULL_FIRST,1.0,2024-05-02 20:55:00,295.0,0,-1,-1,-1
2024-05-02 20:00:00,2299.62,14.243712816732653,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,-1,-1
2024-05-03 00:00:00,2302.85,13.94987618696601,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,-1,-1
2024-05-03 04:00:00,2303.98,13.340599316468444,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,1,0
2024-05-03 08:00:00,2307.34,12.983413651006423,NEUTRAL,BULL_FIRST,1.0,2024-05-03 15:30:00,450.0,0,-1,1,0
2024-05-03 12:00:00,2301.39,12.837455533077398,NEUTRAL,BULL_FIRST,1.0,2024-05-03 15:30:00,210.0,0,-1,-1,-1
2024-05-03 16:00:00,2304.73,13.769065852143305,NEUTRAL,BEAR_FIRST,-1.0,2024-05-03 16:33:00,33.0,0,-1,1,0
2024-05-29 00:00:00,2360.29,11.304083907249911,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2024-05-29 04:00:00,2357.82,10.815935056732078,NEUTRAL,BEAR_FIRST,-1.0,2024-05-29 11:30:00,450.0,0,0,1,0
2024-05-29 08:00:00,2358.26,10.504082552679774,NEUTRAL,BEAR_FIRST,-1.0,2024-05-29 11:28:00,208.0,0,0,1,0
2024-05-29 12:00:00,2345.47,10.925219513202654,NEUTRAL,BEAR_FIRST,-1.0,2024-05-29 15:54:00,234.0,0,-1,-1,-1
2024-05-31 00:00:00,2341.99,11.057564015007978,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,1,0
2024-05-31 04:00:00,2346.32,10.660595156793123,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2024-05-31 08:00:00,2344.15,10.666981217022185,NEUTRAL,BULL_FIRST,1.0,2024-05-31 15:54:00,474.0,0,-1,-1,-1
2024-05-31 12:00:00,2343.21,10.43148255866345,NEUTRAL,BULL_FIRST,1.0,2024-05-31 15:51:00,231.0,0,-1,1,0
2024-05-31 16:00:00,2354.78,10.809233804473221,NEUTRAL,BEAR_FIRST,-1.0,2024-05-31 16:55:00,55.0,0,0,1,0
2024-06-19 00:00:00,2329.06,11.597165243343355,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2024-06-28 04:00:00,2321.59,9.637392369548445,NEUTRAL,BULL_FIRST,1.0,2024-06-28 11:26:00,446.0,0,0,-1,0
2024-06-28 08:00:00,2321.21,9.372578628866403,BEAR,BULL_FIRST,1.0,2024-06-28 11:26:00,206.0,-1,0,-1,-1
2024-06-28 12:00:00,2328.69,9.48382301251879,NEUTRAL,BULL_FIRST,1.0,2024-06-28 15:33:00,213.0,0,0,1,0
2024-07-30 20:00:00,2399.81,12.292728532820966,NEUTRAL,BULL_FIRST,1.0,2024-07-30 23:21:00,201.0,0,0,1,0
2024-08-09 12:00:00,2424.49,15.332439769425108,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,-1,0
2024-08-09 16:00:00,2429.64,14.942265500180483,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-09 20:00:00,2434.45,14.931389393024732,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-10 00:00:00,2430.55,14.563433007808694,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-12 04:00:00,2428.44,14.001044935822364,BULL,BULL_FIRST,1.0,2024-08-12 10:57:00,417.0,1,1,0,1
2024-08-12 08:00:00,2433.34,13.69168458326363,BULL,NO_BREAKOUT,0.0,,,1,1,0,1
2024-08-12 12:00:00,2441.97,13.762992827316232,BULL,BULL_FIRST,1.0,2024-08-12 16:52:00,292.0,1,1,0,1
2024-08-12 16:00:00,2444.4,13.190636196793646,BULL,BULL_FIRST,1.0,2024-08-12 18:14:00,134.0,1,1,1,1
2024-08-14 20:00:00,2444.11,14.702990634025001,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-08-15 00:00:00,2448.04,14.232777017308923,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-08-15 04:00:00,2450.13,13.766864373215432,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-08-15 08:00:00,2453.36,13.298516917985761,BULL,BULL_FIRST,1.0,2024-08-15 15:22:00,442.0,1,1,1,1
2024-08-15 12:00:00,2455.47,12.955051423843905,BULL,BULL_FIRST,1.0,2024-08-15 15:26:00,206.0,1,1,1,1
2024-08-15 16:00:00,2441.04,14.099690607855056,BULL,BULL_FIRST,1.0,2024-08-15 17:36:00,96.0,1,0,-1,0
2024-08-16 04:00:00,2458.32,13.913782895574904,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-16 08:00:00,2452.69,13.583512688748124,BULL,BULL_FIRST,1.0,2024-08-16 13:19:00,319.0,1,0,-1,0
2024-08-16 12:00:00,2462.33,13.566118925266094,BULL,BULL_FIRST,1.0,2024-08-16 15:32:00,212.0,1,1,1,1
2024-08-22 12:00:00,2503.63,12.714806420677144,BULL,BEAR_FIRST,-1.0,2024-08-22 16:30:00,270.0,1,1,-1,1
2024-08-22 16:00:00,2500.63,12.790177390628775,BULL,BEAR_FIRST,-1.0,2024-08-22 16:32:00,32.0,1,0,-1,0
2024-08-23 08:00:00,2493.38,12.746882716934303,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2024-08-23 12:00:00,2498.96,12.500676808581835,BULL,BULL_FIRST,1.0,2024-08-23 17:05:00,305.0,1,1,1,1
2024-08-23 16:00:00,2501.29,12.095628465111698,BULL,BULL_FIRST,1.0,2024-08-23 17:06:00,66.0,1,1,1,1
2024-08-24 00:00:00,2510.92,12.393781686754476,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-26 04:00:00,2513.67,11.934225851986303,BULL,BULL_FIRST,1.0,2024-08-26 11:49:00,469.0,1,1,0,1
2024-08-26 08:00:00,2509.58,11.54035257684443,BULL,BULL_FIRST,1.0,2024-08-26 10:40:00,160.0,1,1,0,1
2024-08-26 12:00:00,2524.18,11.933184535641253,BULL,BEAR_FIRST,-1.0,2024-08-26 17:01:00,301.0,1,1,0,1
2024-08-26 16:00:00,2523.8,11.500814211666885,BULL,BEAR_FIRST,-1.0,2024-08-26 17:01:00,61.0,1,1,1,1
2024-08-26 20:00:00,2520.15,11.810041767976388,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-27 00:00:00,2517.64,11.514324498835224,BULL,BEAR_FIRST,-1.0,2024-08-27 05:07:00,307.0,1,1,-1,1
2024-08-27 04:00:00,2513.13,11.045444177489838,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2024-08-27 08:00:00,2507.29,10.84719816481199,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-08-27 12:00:00,2511.01,11.07525543875402,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2024-08-27 16:00:00,2509.83,10.81773719312872,BULL,BULL_FIRST,1.0,2024-08-27 20:41:00,281.0,1,1,-1,1
2024-08-27 20:00:00,2514.41,11.237184536476672,BULL,BULL_FIRST,1.0,2024-08-27 21:52:00,112.0,1,1,1,1
2024-08-28 00:00:00,2524.26,11.280242783871174,BULL,BEAR_FIRST,-1.0,2024-08-28 07:28:00,448.0,1,1,1,1
2024-08-28 04:00:00,2524.38,10.83593972788037,BULL,BEAR_FIRST,-1.0,2024-08-28 05:36:00,96.0,1,1,1,1
2024-08-28 08:00:00,2511.51,11.071944033031796,BULL,BEAR_FIRST,-1.0,2024-08-28 15:00:00,420.0,1,0,-1,0
2024-08-28 12:00:00,2508.13,10.876805173529535,BULL,BEAR_FIRST,-1.0,2024-08-28 15:22:00,202.0,1,0,-1,0
2024-08-28 16:00:00,2500.63,11.363461946848858,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2024-08-28 20:00:00,2501.9,11.562500379216802,BULL,BULL_FIRST,1.0,2024-08-29 03:16:00,436.0,1,0,-1,0
2024-08-29 00:00:00,2504.52,11.376607494987033,BULL,BULL_FIRST,1.0,2024-08-29 06:38:00,398.0,1,0,-1,0
2024-08-29 04:00:00,2512.31,11.334706959630813,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-29 08:00:00,2515.89,10.98722789108574,BULL,BEAR_FIRST,-1.0,2024-08-29 15:43:00,463.0,1,1,1,1
2024-08-29 12:00:00,2517.15,10.733140184579637,BULL,BEAR_FIRST,-1.0,2024-08-29 15:41:00,221.0,1,1,1,1
2024-08-29 16:00:00,2509.11,11.449344457109648,BULL,BULL_FIRST,1.0,2024-08-29 17:01:00,61.0,1,0,-1,0
2024-08-30 04:00:00,2517.72,11.1894569140925,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-08-30 08:00:00,2513.33,10.950209991657331,BULL,BULL_FIRST,1.0,2024-08-30 11:22:00,202.0,1,0,-1,0
2024-08-30 12:00:00,2522.89,11.183052135110382,BULL,BEAR_FIRST,-1.0,2024-08-30 17:05:00,305.0,1,1,1,1
2024-08-30 16:00:00,2519.62,11.22854841117394,BULL,BEAR_FIRST,-1.0,2024-08-30 17:30:00,90.0,1,1,1,1
2024-09-03 00:00:00,2499.93,10.336003883132422,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,-1,0
2024-09-03 04:00:00,2495.77,9.954860748622965,NEUTRAL,BULL_FIRST,1.0,2024-09-03 11:31:00,451.0,0,0,-1,0
2024-09-03 08:00:00,2495.91,9.75308498086419,NEUTRAL,BULL_FIRST,1.0,2024-09-03 11:31:00,211.0,0,0,-1,0
2024-09-03 12:00:00,2503.92,10.022864625088157,NEUTRAL,BEAR_FIRST,-1.0,2024-09-03 13:38:00,98.0,0,0,1,0
2024-09-03 16:00:00,2493.25,10.748374294724707,NEUTRAL,BEAR_FIRST,-1.0,2024-09-03 16:40:00,40.0,0,0,-1,0
2024-09-10 16:00:00,2513.79,10.595017026294634,BULL,BEAR_FIRST,-1.0,2024-09-10 17:14:00,74.0,1,1,1,1
2024-09-11 00:00:00,2516.53,10.681111619611181,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2024-09-11 04:00:00,2516.57,10.126032218210373,BULL,BULL_FIRST,1.0,2024-09-11 09:38:00,338.0,1,1,1,1
2024-09-11 08:00:00,2519.59,9.947744202623925,BULL,BEAR_FIRST,-1.0,2024-09-11 15:36:00,456.0,1,1,1,1
